Город,Район ,Айыл кенеш,село/город,Код ОЗ,Краткое название ОЗ  ,Полное название ОЗ,Вид ,Тип организации 
Жалалабатская обл.,Базар-Коргонский район,Базар-Коргонский аилкенеш,с.Базар-Коргон,3378,ГСВ №4,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Базар-Коргонский аилкенеш,с.Базар-Коргон,3004,"ФАП ""ГУМКАНА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ГУМКАНА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Базар-Коргонский аилкенеш,с.Базар-Коргон,3005,"ФАП ""ТАЛДЫ-БУЛАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАЛДЫ-БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Бешик-Жонский аилкенеш,с.Бешик-Джон,3006,"ФАП ""БАЙ-МУНДУЗ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БАЙ-МУНДУЗ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Бешик-Жонский аилкенеш,с.Бешик-Джон,3383,"ГСВ ""БЕШИК-ДЖОН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БЕШИК-ДЖОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Бешик-Жонский аилкенеш,с.Карача,3192,"ФАП ""КАРАЧА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРАЧА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Бешик-Жонский аилкенеш,с.Интернационал,3559,"ГСВ ""МУНДУЗ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МУНДУЗ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кировский аилкенеш,с.Арсланбоб,3724,ЦСМ БАЗАР-КОРГОНСКИЙ,БАЗАР-КОРГОНСКИЙ ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кировский аилкенеш,с.Джай-Терек,3189,"ФАП ""ЖАЙ-ТЕРЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАЙ-ТЕРЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кировский аилкенеш,с.Арсланбоб,3202,"ФТБ  ""АРСЛАНБОБ""","УЧАТСКОВАЯ БОЛЬНИЦА ""АРСЛАНБОБ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кировский аилкенеш,с.Арсланбоб,3384,"ГСВ ""АРСЛАНБОБ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АРСЛАНБОБ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кировский аилкенеш,с.Бель-Терек,3067,"ФАП ""БЕЛТЕРЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕЛТЕРЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кызыл-Ункюрский аилкенеш,с.Кызыл-Ункюр,3385,"ГСВ ""КЫЗЫЛ-УНКЮР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛ-УНКЮР""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кызыл-Ункюрский аилкенеш,с.Джаз-Кечуу,3188,"ФАП ""ЖАЗ-КЕЧУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАЗ-КЕЧУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Кызыл-Ункюрский аилкенеш,с.Кызыл-Ункюр,3205,"ФТБ ""КЫЗЫЛ-УНКЮР""","УЧАТСКОВАЯ БОЛЬНИЦА ""КЫЗЫЛ-УНКЮР""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Могольский аилкенеш,с.Оогон-Талаа,3204,"ФТБ ""МОГОЛ""","УЧАТСКОВАЯ БОЛЬНИЦА ""МОГОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Могольский аилкенеш,с.им.Чкалова,3200,"ФАП ""ИМ.ЧКАЛОВА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ИМ.ЧКАЛОВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Могольский аилкенеш,с.Правда,3197,"ФАП ""ПРАВДА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ПРАВДА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Могольский аилкенеш,с.Оогон-Талаа,3561,"ГСВ ""ООГОН-ТАЛАА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ООГОН-ТАЛАА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Сайдыкумский аилкенеш,с.Кызыл-Ай,3379,"ГСВ ""КЫЗЫЛ-АЙ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛ-АЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Сайдыкумский аилкенеш,с.Сайдыкум,3382,"ГСВ ""САЙДЫКУМ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САЙДЫКУМ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Сайдыкумский аилкенеш,с.Дукур,3068,"ФАП ""ДУКУР ЧЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДУКУР ЧЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Сайдыкумский аилкенеш,с.Хаджир-Абад,3069,"ФТБ ""СЕЙДИКУМ""","ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""СЕЙДИКУМ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Сайдыкумский аилкенеш,с.Аркалык,3094,"ФАП ""АРКАЛЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АРКАЛЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Талдуу-Булакский аилкенеш,с.Уч-Булак,3066,"ФАП ""УЧ БУЛАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УЧ БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Талдуу-Булакский аилкенеш,с.Кек-Алма,3196,"ФАП ""КЕК-АЛМА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕК-АЛМА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Талдуу-Булакский аилкенеш,с.Ак-Терек,3185,"ФАП ""АК-ТЕРЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ТЕРЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Талдуу-Булакский аилкенеш,с.Каба,3562,"ГСВ ""ТАЛДУУ-БУЛАК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТАЛДУУ-БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Могол-Коргон,3560,"ГСВ ""МОГОЛ-КОРГОН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МОГОЛ-КОРГОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Советское,3558,"ГСВ ""ИМ.АБДРАИМОВА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ИМ.АБДРАИМОВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Первое Мая,3198,"ФАП ""1 МАЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""1 МАЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Сейит-Казы,3199,"ФАП ""СЕЙИТ-КАЗЫ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""СЕЙИТ-КАЗЫ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Шыдыр,3201,"ФАП Турдубаева ( ""ШЫДЫР"")","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ(ШЫДЫР) ""К.Турдубаева """,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Кызыл-Октябрь,3193,"ФАП ""КЫЗЫЛ-ОКТЯБРЬ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-ОКТЯБРЬ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Шыдыр,3208,"ФАП ""КОТКОР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОТКОР""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Сейит-Казы,3065,"ФАП СЫДЫЕВА (""АК ЖОЛ"")","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ(АК ЖОЛ) ""СЫДЫЕВ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Базар-Коргонский район,Советский аилкенеш,с.Могол-Коргон,3095,"ФАП ""МОГОЛ-КОРГОН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МОГОЛ-КОРГОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Ак-Джольский аилкенеш,с.Джолборсту,3114,"ФАП ""ЖОЛБОРСТУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖОЛБОРСТУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Ак-Джольский аилкенеш,с.Кечуу,3119,"ФАП ""КЕЧУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕЧУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Ак-Джольский аилкенеш,с.Райкомол,3125,"ФАП ""РАЙКОМОЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""РАЙКОМОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Ак-Джольский аилкенеш,с.Тегене,3127,"ФАП ""ТЕГЕНЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕГЕНЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Ак-Джольский аилкенеш,с.Ак-Джол,3603,"ГСВ ""АК-ДЖОЛ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-ДЖОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Авлетим,3614,"ФАП ""ТЕЛЬМАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕЛЬМАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Авлетим,3599,"ГСВ ""АВЛЕТИМ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АВЛЕТИМ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Мукур,3124,"ФАП ""МУКУР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МУКУР""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Ит-Агар,3116,"ФАП ""ИТ-АГАР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ИТ-АГАР""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Дерес-Сай,3112,"ФАП ""ДЕРЕС-САЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ДЕРЕС-САЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Авлетим,3099,"ФАП ""КОРГОН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОРГОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Товар-Сай,3089,"ФАП ""ЧОН-ТАШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧОН-ТАШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Авлетимский аилкенеш,с.Авлетим,3102,"ФТБ ""АВЛЕТИМ""","УЧАТСКОВАЯ БОЛЬНИЦА ""АВЛЕТИМ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Джаны-Джольский аилкенеш,с.Джаны-Джол,3105,"ФТБ ""ДЖАНЫ-ДЖОЛ""","ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""ДЖАНЫ-ДЖОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Джаны-Джольский аилкенеш,с.Кой-Таш,3120,"ФАП ""КОЙ-ТАШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОЙ-ТАШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Джаны-Джольский аилкенеш,с.Терс,3128,"ФАП ""ТЕРС""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕРС""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Джаны-Джольский аилкенеш,с.Таштак,3028,"ФАП ""ТАШТАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАШТАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Джаны-Джольский аилкенеш,с.Джаны-Джол,3602,"ГСВ ""ДЖАНЫ-ДЖОЛ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ДЖАНЫ-ДЖОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Калининский аилкенеш,с.Ак-Суу,3615,"ФАП ""ЖАНЫ-ТАЛАП""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАНЫ-ТАЛАП""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Калининский аилкенеш,с.Ак-Суу,3605,"ГСВ ""АК-СУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""АК-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Калининский аилкенеш,с.Ак-Суу,3037,"ФТБ  ""АКСУУ""","ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ  ""АКСУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Калининский аилкенеш,с.Ак-Сай,3109,"ФАП ""АК-САЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-САЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3050,"ФАП ""ЖЕТИГЕН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖЕТИГЕН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3036,"ФТБ ""КОШТОБО""","ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""КОШТОБО""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3016,ТБ АКСЫЙСКАЯ,АКСЫЙСКАЯ ТЕРРИТОРИАЛЬНАЯ БОЛЬНИЦА,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Устукан,3025,"ФАП ""УСТУКАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УСТУКАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3000,СТОМПОЛИКЛИНИКА АКСЫЙСКАЯ РАЙОННАЯ,АКСЫЙСКАЯ РАЙОННАЯ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3604,"ГСВ ""КОШ-ДЕБЕ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КОШ-ДЕБЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3594,ГСВ №1,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3595,ГСВ №2,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3596,ГСВ №3,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3597,ГСВ №4,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3618,"ФАП ""АК-ДОБО""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ДОБО""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3619,"ФАП ""КУЛУК-ДОБО""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КУЛУК-ДОБО""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3620,"ФАП ""ТОКТОГУЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОКТОГУЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Караванский аилкенеш,с.Кербен,3727,ЦСМ АКСЫЙСКОГО РАЙОНА,ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ АКСЫЙСКОГО РАЙОНА,Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кара-Джыгачский аилкенеш,с.Кара-Джыгач,3600,"ГСВ ""КАРА-ДЖЫГАЧ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАРА-ДЖЫГАЧ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кара-Джыгачский аилкенеш,с.Торкамыш,3051,"ФАП ""ТОРКАМЫШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОРКАМЫШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кара-Джыгачский аилкенеш,с.Кызыл-Бейит,3122,"ФАП ""КЫЗЫЛ-БЕЙИТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-БЕЙИТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кара-Джыгачский аилкенеш,с.Сыны,3126,"ФАП ""СЫНЫ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""СЫНЫ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Кара-Дебе,3118,"ФАП ""КАРА-ДОБО""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-ДОБО""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Кашка-Суу,3087,"ФАП ""БЕШКОЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕШКОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Кашка-Суу,3026,"ФАП ""ЖАЙЫК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАЙЫК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Джаны-Айыл,3187,"ФАП ""КЕЗАРТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕЗАРТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Кашка-Суу,3183,"ФАП ""КАРА-БАШАТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-БАШАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Кашка-Суу,3606,"ГСВ ""КАШКА-СУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАШКА-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кашка-Сууский аилкенеш,с.Кашка-Суу,3617,"ФАП ""ОЛОН-БУЛАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОЛОН-БУЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Торук,3170,"ФАП ""ТОРУК 2""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОРУК 2""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Сары-Кашка,3191,"ФАП ""ТОКТОГУЛ 2""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОКТОГУЛ 2""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Торук,3027,"ФАП ""ТОРУК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОРУК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Мундуз,3029,"ФАП ""МУНДУЗ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МУНДУЗ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Чие,3086,"ФАП ""ЧИЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧИЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Улук,3130,"ФАП ""УЛУК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УЛУК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Мавляновский аилкенеш,с.Мундуз,3132,"ФАП ""ЖАНГАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАНГАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кызыл-Тууский аилкенеш,с.Кызыл-Туу,3101,"ФТБ ""КЫЗЫЛ-ТУУ""","ФИЛИАЛ ТЕРРИТОРИАЛЬНОЙ БОЛЬНИЦЫ ""КЫЗЫЛ-ТУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кызыл-Тууский аилкенеш,с.Аркит,3110,"ФАП ""АРКИТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АРКИТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кызыл-Тууский аилкенеш,с.Джол-Сай,3113,"ФАП ""ЖОЛ-САЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖОЛ-САЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кызыл-Тууский аилкенеш,с.Джылгын,3115,"ФАП ""ЖЫЛГЫН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖЫЛГЫН""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Кызыл-Тууский аилкенеш,с.Кызыл-Туу,3601,"ГСВ ""КЫЗЫЛ-ТУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛ-ТУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Топ-Джангакский аилкенеш,с.Кара-Суу,3123,"ФАП ""КЫЗЫЛ-КОЛ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-КОЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Жалалабатская обл.,Аксыйский район,Топ-Джангакский аилкенеш,с.Турдюк,3129,"ФАП ""ТУРДУК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТУРДУК""",Лечебно-профилактические организации,Государственные организации Минздрава
